Variety,Subgroup,Family,ISO639,Glottolog_id,AIATSISCode,StdLangID,StdLanguageName,OriginalForm,PhonemicisedIPA,Std_Gloss,Author,OriginalGloss,OriginalPofSpeech,Latitude,Longitude,Reconstruction_Form,Reconstruction_Level,Reconstruction_Gloss,Reconstruction_Notes
Djinang,Yolŋu,,dji,djin1253,N94.1,1067,Djinang,baṉḏany,baɳɖaɲ,dry,Bruce Waters,dry,Adj,-12.47559654,135.0142775,,,,
Djinang,Yolŋu,,dji,djin1253,N94.1,1067,Djinang,djabir ngawtjidji,ɟabiɹ ŋawciɟi,yawn,Bruce Waters,yawn,V,-12.47559654,135.0142775,,,,
Djinang,Yolŋu,,dji,djin1253,N94.1,1067,Djinang,djabirrmarr,ɟabirmar,beard,Bruce Waters,beard,N,-12.47559654,135.0142775,,,,
Djinang,Yolŋu,,dji,djin1253,N94.1,1067,Djinang,djagaḻ,ɟagaɭ,saliva,Bruce Waters,saliva,N,-12.47559654,135.0142775,*cakal,N/A,"cheek, jaw",
Djinang,Yolŋu,,dji,djin1253,N94.1,1067,Djinang,djagiḻ bungi,ɟagiɭ buŋi,saliva,Bruce Waters,spit,N,-12.47559654,135.0142775,,,,
Djinang,Yolŋu,,dji,djin1253,N94.1,1067,Djinang,djagiḻ ngurri,ɟagiɭ ŋuri,saliva,Bruce Waters,spit,N,-12.47559654,135.0142775,,,,
Djinang,Yolŋu,,dji,djin1253,N94.1,1067,Djinang,baṉḏitj,baɳɖic,kidney,Bruce Waters,kidney,N,-12.47559654,135.0142775,,,,
Djinang,Yolŋu,,dji,djin1253,N94.1,1067,Djinang,djal,ɟal,cheek,Bruce Waters,cheek,N,-12.47559654,135.0142775,*cakal,N/A,"cheek, jaw",
Djinang,Yolŋu,,dji,djin1253,N94.1,1067,Djinang,djal,ɟal,fruit,Bruce Waters,fruit,N,-12.47559654,135.0142775,*cakal,N/A,"cheek, jaw",
Djinang,Yolŋu,,dji,djin1253,N94.1,1067,Djinang,djalgi,ɟalgi,angry,Bruce Waters,angry,Adj,-12.47559654,135.0142775,,,,
Djinang,Yolŋu,,dji,djin1253,N94.1,1067,Djinang,baṉim buṯnyirdjigi,baɳim buʈɲiɖjigi,cut,Bruce Waters,cut something off in the middle,,-12.47559654,135.0142775,,,,
Djinang,Yolŋu,,dji,djin1253,N94.1,1067,Djinang,djaltji,ɟalci,ground,Bruce Waters,ground,N,-12.47559654,135.0142775,,,,
Djinang,Yolŋu,,dji,djin1253,N94.1,1067,Djinang,djal wali,ɟal wali,fruit,Bruce Waters,fruit,N,-12.47559654,135.0142775,,,,
Djinang,Yolŋu,,dji,djin1253,N94.1,1067,Djinang,djama,ɟama,work,Bruce Waters,work,Vi,-12.47559654,135.0142775,dya:ma,Yolŋu,work,
Djinang,Yolŋu,,dji,djin1253,N94.1,1067,Djinang,djamaḻung,ɟamaɭuŋ,snake,Bruce Waters,snake liver,N,-12.47559654,135.0142775,,,,
Djinang,Yolŋu,,dji,djin1253,N94.1,1067,Djinang,djambaku,ɟambaku,tobacco,Bruce Waters,tobacco,N,-12.47559654,135.0142775,,,,
Djinang,Yolŋu,,dji,djin1253,N94.1,1067,Djinang,djamburru,ɟamburu,fat (n),Bruce Waters,fat,N,-12.47559654,135.0142775,,,,
Djinang,Yolŋu,,dji,djin1253,N94.1,1067,Djinang,djamigi,ɟamigi,steal,Bruce Waters,steal,V,-12.47559654,135.0142775,,,,
Djinang,Yolŋu,,dji,djin1253,N94.1,1067,Djinang,djamiḻi,ɟamiɭi,blunt,Bruce Waters,blunt,Adj,-12.47559654,135.0142775,,,,
Djinang,Yolŋu,,dji,djin1253,N94.1,1067,Djinang,djamingi,ɟamiŋi,inside,Bruce Waters,in the future (indefinite),adv,-12.47559654,135.0142775,,,,
Djinang,Yolŋu,,dji,djin1253,N94.1,1067,Djinang,djamunumun,ɟamunumun,chin,Bruce Waters,chin,N,-12.47559654,135.0142775,,,,
Djinang,Yolŋu,,dji,djin1253,N94.1,1067,Djinang,djani,ɟani,3pl.nom,Bruce Waters,3pl NOM or ERG they,,-12.47559654,135.0142775,*thana,Yolŋu,they,
Djinang,Yolŋu,,dji,djin1253,N94.1,1067,Djinang,djaṉbuḻ djaṉbuḻ,ɟaɳbuɭ ɟaɳbuɭ,mosquito,Bruce Waters,mosquitoes,N,-12.47559654,135.0142775,,,,
Djinang,Yolŋu,,dji,djin1253,N94.1,1067,Djinang,djanggu,ɟaŋgu,meat,Bruce Waters,flesh,N,-12.47559654,135.0142775,,,,
Djinang,Yolŋu,,dji,djin1253,N94.1,1067,Djinang,djapirrk,ɟapirk,flat,Bruce Waters,even,Adj,-12.47559654,135.0142775,,,,
Djinang,Yolŋu,,dji,djin1253,N94.1,1067,Djinang,djarbirrgilidjigi,ɟaɹbirgiliɟigi,kill,Bruce Waters,kill,Vt,-12.47559654,135.0142775,,,,
Djinang,Yolŋu,,dji,djin1253,N94.1,1067,Djinang,djargi,ɟaɹgi,cut,Bruce Waters,cut,Vt,-12.47559654,135.0142775,,,,
Djinang,Yolŋu,,dji,djin1253,N94.1,1067,Djinang,djargi,ɟaɹgi,chop,Bruce Waters,chop,Vt,-12.47559654,135.0142775,,,,
Djinang,Yolŋu,,dji,djin1253,N94.1,1067,Djinang,djarnggulk,ɟaɹŋgulk,throat,Bruce Waters,throat,N,-12.47559654,135.0142775,,,,
Djinang,Yolŋu,,dji,djin1253,N94.1,1067,Djinang,djarnggulk,ɟaɹŋgulk,creek,Bruce Waters,creek,N,-12.47559654,135.0142775,,,,
Djinang,Yolŋu,,dji,djin1253,N94.1,1067,Djinang,djarwarri,ɟaɹwari,honey,Bruce Waters,honey,N,-12.47559654,135.0142775,,,,
Djinang,Yolŋu,,dji,djin1253,N94.1,1067,Djinang,djarr,ɟar,see,Bruce Waters,see,V,-12.47559654,135.0142775,,,,
Djinang,Yolŋu,,dji,djin1253,N94.1,1067,Djinang,djarrbarbar,ɟarbaɹbaɹ,thin,Bruce Waters,thin,Adj,-12.47559654,135.0142775,*dyarrbarbar,Yolŋu,,
Djinang,Yolŋu,,dji,djin1253,N94.1,1067,Djinang,djarribir,ɟaribiɹ,sun,Bruce Waters,sun,N,-12.47559654,135.0142775,,,,
Djinang,Yolŋu,,dji,djin1253,N94.1,1067,Djinang,djarribir,ɟaribiɹ,day,Bruce Waters,daytime,N,-12.47559654,135.0142775,,,,
Djinang,Yolŋu,,dji,djin1253,N94.1,1067,Djinang,djarrk,ɟark,bite,Bruce Waters,bite,V,-12.47559654,135.0142775,*rdarrk-,Yolŋu,bite,
Djinang,Yolŋu,,dji,djin1253,N94.1,1067,Djinang,djarrk,ɟark,eat,Bruce Waters,eat,Vt,-12.47559654,135.0142775,*rdarrk-,Yolŋu,bite,
Djinang,Yolŋu,,dji,djin1253,N94.1,1067,Djinang,djarrkdjarrk,ɟarkɟark,dust,Bruce Waters,dust,N,-12.47559654,135.0142775,,,,
Djinang,Yolŋu,,dji,djin1253,N94.1,1067,Djinang,djarrku,ɟarku,kiss,Bruce Waters,suck,V,-12.47559654,135.0142775,*rdarrk-,Yolŋu,bite,
Djinang,Yolŋu,,dji,djin1253,N94.1,1067,Djinang,djarrku,ɟarku,eat,Bruce Waters,eat,Vt,-12.47559654,135.0142775,*rdarrk-,Yolŋu,bite,
Djinang,Yolŋu,,dji,djin1253,N94.1,1067,Djinang,djarrkuṯ,ɟarkuʈ,sharp,Bruce Waters,sharp,Adj,-12.47559654,135.0142775,,,,
Djinang,Yolŋu,,dji,djin1253,N94.1,1067,Djinang,djarrma,ɟarma,be lying down,Bruce Waters,lie,Vi,-12.47559654,135.0142775,*dyarrma,Yolŋu,,
Djinang,Yolŋu,,dji,djin1253,N94.1,1067,Djinang,bapi,bapi,shoulder,Bruce Waters,shoulder,N,-12.47559654,135.0142775,,,,
Djinang,Yolŋu,,dji,djin1253,N94.1,1067,Djinang,djat,ɟat,spear,Bruce Waters,spear,N,-12.47559654,135.0142775,*dyat,Yolŋu,"chop (down or out, with knife or axe, e.g., belly of dugout canoe), hit with something sharp",
Djinang,Yolŋu,,dji,djin1253,N94.1,1067,Djinang,djat,ɟat,stab,Bruce Waters,stab,V,-12.47559654,135.0142775,*dyat,Yolŋu,"chop (down or out, with knife or axe, e.g., belly of dugout canoe), hit with something sharp",
Djinang,Yolŋu,,dji,djin1253,N94.1,1067,Djinang,djayaḻ,ɟajaɭ,slowly,Bruce Waters,slowly,Adv,-12.47559654,135.0142775,,,,
Djinang,Yolŋu,,dji,djin1253,N94.1,1067,Djinang,djayaḻ,ɟajaɭ,slowly,Bruce Waters,carefully,Adv,-12.47559654,135.0142775,,,,
Djinang,Yolŋu,,dji,djin1253,N94.1,1067,Djinang,djayurrkdjurrk,ɟajurkɟurk,now,Bruce Waters,immediately,Adv,-12.47559654,135.0142775,,,,
Djinang,Yolŋu,,dji,djin1253,N94.1,1067,Djinang,djibu,ɟibu,good,Bruce Waters,good,Adj,-12.47559654,135.0142775,,,,
Djinang,Yolŋu,,dji,djin1253,N94.1,1067,Djinang,djibu,ɟibu,TRUE,Bruce Waters,correct,Adj,-12.47559654,135.0142775,,,,
Djinang,Yolŋu,,dji,djin1253,N94.1,1067,Djinang,bapipi,bapipi,father's sister,Bruce Waters,aunt (FaSi),N,-12.47559654,135.0142775,,,,
Djinang,Yolŋu,,dji,djin1253,N94.1,1067,Djinang,djidji,ɟiɟi,split,Bruce Waters,split,V,-12.47559654,135.0142775,,,,
Djinang,Yolŋu,,dji,djin1253,N94.1,1067,Djinang,djidji,ɟiɟi,"painful, sore",Bruce Waters,sore,Adj,-12.47559654,135.0142775,,,,
Djinang,Yolŋu,,dji,djin1253,N94.1,1067,Djinang,djigiwirr,ɟigiwir,cave,Bruce Waters,cave,N,-12.47559654,135.0142775,,,,
Djinang,Yolŋu,,dji,djin1253,N94.1,1067,Djinang,djilang,ɟilaŋ,tongue,Bruce Waters,tongue,N,-12.47559654,135.0142775,*calañ,N/A,tongue,
Djinang,Yolŋu,,dji,djin1253,N94.1,1067,Djinang,djiḻi,ɟiɭi,"here, this",Bruce Waters,here,D,-12.47559654,135.0142775,,,,
Djinang,Yolŋu,,dji,djin1253,N94.1,1067,Djinang,bapuydjigi,bapujɟigi,rock,Bruce Waters,rock (eg. a boat),,-12.47559654,135.0142775,,,,
Djinang,Yolŋu,,dji,djin1253,N94.1,1067,Djinang,djimurru,ɟimuru,east,Bruce Waters,east,N,-12.47559654,135.0142775,,,,
Gunggari,Maric,Pama-Nyungan,kgl,kung1258,D37,941,Gunggari,aba,apa,that,"Holmer, N.M","that, there",D,-26.71355116,146.4458743,,,,
Gunggari,Maric,Pama-Nyungan,kgl,kung1258,D37,941,Gunggari,abana,apana,that,"Holmer, N.M","that, there",D,-26.71355116,146.4458743,,,,
Gunggari,Maric,Pama-Nyungan,kgl,kung1258,D37,941,Gunggari,abuda,aputa,that,"Holmer, N.M","that, there",D,-26.71355116,146.4458743,,,,
Gunggari,Maric,Pama-Nyungan,kgl,kung1258,D37,941,Gunggari,abuna,apuna,that,"Holmer, N.M","that, there",D,-26.71355116,146.4458743,,,,
Gunggari,Maric,Pama-Nyungan,kgl,kung1258,D37,941,Gunggari,badarra,patara,sick,"Holmer, N.M",sick,Adj,-26.71355116,146.4458743,,,,
Gunggari,Maric,Pama-Nyungan,kgl,kung1258,D37,941,Gunggari,badyama,pacama,bite,"Holmer, N.M",bite for,v ass (pf),-26.71355116,146.4458743,*pac(y)a,N/A,bite,
Gunggari,Maric,Pama-Nyungan,kgl,kung1258,D37,941,Gunggari,badyu,pacu,frog,"Holmer, N.M",frog,N,-26.71355116,146.4458743,,,,
Gunggari,Maric,Pama-Nyungan,kgl,kung1258,D37,941,Gunggari,badyurri-,pacuri,emit smell,"Holmer, N.M",smell,Vi,-26.71355116,146.4458743,,,,
Gunggari,Maric,Pama-Nyungan,kgl,kung1258,D37,941,Gunggari,banggun,paŋkun,head,"Holmer, N.M",head,N,-26.71355116,146.4458743,,,,
Gunggari,Maric,Pama-Nyungan,kgl,kung1258,D37,941,Gunggari,bala,pala,leg,"Holmer, N.M",leg,N,-26.71355116,146.4458743,,,,
Gunggari,Maric,Pama-Nyungan,kgl,kung1258,D37,941,Gunggari,balangurru,palaŋuru,Nest,"Holmer, N.M",nest,N,-26.71355116,146.4458743,,,,
Gunggari,Maric,Pama-Nyungan,kgl,kung1258,D37,941,Gunggari,balbara,palpaɹa,creek,"Holmer, N.M","river (bank), creek",N,-26.71355116,146.4458743,,,,
Gunggari,Maric,Pama-Nyungan,kgl,kung1258,D37,941,Gunggari,balgaru,palkaɹu,yesterday,"Holmer, N.M",yesterday,Adv,-26.71355116,146.4458743,,,,
Gunggari,Maric,Pama-Nyungan,kgl,kung1258,D37,941,Gunggari,bambu-,pampu,open,"Holmer, N.M",open,Adj,-26.71355116,146.4458743,,,,
Gunggari,Maric,Pama-Nyungan,kgl,kung1258,D37,941,Gunggari,bambulma-,pampulma,open,"Holmer, N.M",open,Adj,-26.71355116,146.4458743,,,,
Gunggari,Maric,Pama-Nyungan,kgl,kung1258,D37,941,Gunggari,bamu-,pamu,open,"Holmer, N.M",open,Adj,-26.71355116,146.4458743,,,,
Gunggari,Maric,Pama-Nyungan,kgl,kung1258,D37,941,Gunggari,banbuli-,panpuli,fall,"Holmer, N.M",fall,Vi,-26.71355116,146.4458743,,,,
Gunggari,Maric,Pama-Nyungan,kgl,kung1258,D37,941,Gunggari,banda,panta,sky,"Holmer, N.M",sky,N,-26.71355116,146.4458743,,,,
Gunggari,Maric,Pama-Nyungan,kgl,kung1258,D37,941,Gunggari,bandara,pantaɹa,sky,"Holmer, N.M","sky, high up, heaven",N,-26.71355116,146.4458743,,,,
Gunggari,Maric,Pama-Nyungan,kgl,kung1258,D37,941,Gunggari,bandarandu,pantaɹantu,sky,"Holmer, N.M","sky, high up, heaven",N,-26.71355116,146.4458743,,,,
Gunggari,Maric,Pama-Nyungan,kgl,kung1258,D37,941,Gunggari,bandya-,panca,sing,"Holmer, N.M",sing,V,-26.71355116,146.4458743,,,,
Gunggari,Maric,Pama-Nyungan,kgl,kung1258,D37,941,Gunggari,bandyali-,pancali,sing,"Holmer, N.M",sing (one's own),v refl,-26.71355116,146.4458743,,,,
Gunggari,Maric,Pama-Nyungan,kgl,kung1258,D37,941,Gunggari,bandyur,pancuɹ,belly,"Holmer, N.M","stomach, belly",N,-26.71355116,146.4458743,,,,
Gunggari,Maric,Pama-Nyungan,kgl,kung1258,D37,941,Gunggari,banga-,paŋa,make,"Holmer, N.M",make,V,-26.71355116,146.4458743,,,,
Gunggari,Maric,Pama-Nyungan,kgl,kung1258,D37,941,Gunggari,banyarri,paɲari,big,"Holmer, N.M",big,Adj,-26.71355116,146.4458743,,,,
Gunggari,Maric,Pama-Nyungan,kgl,kung1258,D37,941,Gunggari,barra,para,below,"Holmer, N.M","down, below",Adv,-26.71355116,146.4458743,,,,
Gunggari,Maric,Pama-Nyungan,kgl,kung1258,D37,941,Gunggari,barralga,paralka,Brolga,"Holmer, N.M",native companion,N,-26.71355116,146.4458743,,,,
Gunggari,Maric,Pama-Nyungan,kgl,kung1258,D37,941,Gunggari,barramundu,paramuntu,below,"Holmer, N.M",from below,Adv,-26.71355116,146.4458743,,,,
Gunggari,Maric,Pama-Nyungan,kgl,kung1258,D37,941,Gunggari,barrandu,parantu,below,"Holmer, N.M",from below,Adv,-26.71355116,146.4458743,,,,
Gunggari,Maric,Pama-Nyungan,kgl,kung1258,D37,941,Gunggari,barri-,pari,cry,"Holmer, N.M","cry, howl",V,-26.71355116,146.4458743,,,,
Gunggari,Maric,Pama-Nyungan,kgl,kung1258,D37,941,Gunggari,bara-,paɹa,scratch,"Holmer, N.M",scratch,N,-26.71355116,146.4458743,,,,
Gunggari,Maric,Pama-Nyungan,kgl,kung1258,D37,941,Gunggari,barama-,paɹama,make,"Holmer, N.M","make, do, create",Aff,-26.71355116,146.4458743,,,,
Gunggari,Maric,Pama-Nyungan,kgl,kung1258,D37,941,Gunggari,barbira,paɹpiɹa,Echidna,"Holmer, N.M",porcupine,N,-26.71355116,146.4458743,*patpirra,Maric,echidna,form doubtful
Gunggari,Maric,Pama-Nyungan,kgl,kung1258,D37,941,Gunggari,baru,paɹu,creek,"Holmer, N.M","river, creek",N,-26.71355116,146.4458743,,,,
Gunggari,Maric,Pama-Nyungan,kgl,kung1258,D37,941,Gunggari,biaga,piaka,tobacco,"Holmer, N.M","tobacco, snuff",N,-26.71355116,146.4458743,,,,
Gunggari,Maric,Pama-Nyungan,kgl,kung1258,D37,941,Gunggari,bigirri,pikiri,dream (n),"Holmer, N.M",dream,N,-26.71355116,146.4458743,,,,
Gunggari,Maric,Pama-Nyungan,kgl,kung1258,D37,941,Gunggari,bigirri-,pikiri,dream (n),"Holmer, N.M",dream,N,-26.71355116,146.4458743,,,,
Gunggari,Maric,Pama-Nyungan,kgl,kung1258,D37,941,Gunggari,biyaga,pijaka,tobacco,"Holmer, N.M","tobacco, snuff",N,-26.71355116,146.4458743,,,,
Gunggari,Maric,Pama-Nyungan,kgl,kung1258,D37,941,Gunggari,bindali-,pintali,sit,"Holmer, N.M",sit,V,-26.71355116,146.4458743,,,,
Gunggari,Maric,Pama-Nyungan,kgl,kung1258,D37,941,Gunggari,bindyi,pinci,belly,"Holmer, N.M",stomach,N,-26.71355116,146.4458743,,,,
Gunggari,Maric,Pama-Nyungan,kgl,kung1258,D37,941,Gunggari,bingi,piŋi,tail,"Holmer, N.M",tail,N,-26.71355116,146.4458743,,,,
Gunggari,Maric,Pama-Nyungan,kgl,kung1258,D37,941,Gunggari,bu:,puː,nose,"Holmer, N.M",nose,N,-26.71355116,146.4458743,,,,
Gunggari,Maric,Pama-Nyungan,kgl,kung1258,D37,941,Gunggari,budara,putaɹa,ashes,"Holmer, N.M",ashes,N,-26.71355116,146.4458743,*putha,N/A,"dry, dust",
Gunggari,Maric,Pama-Nyungan,kgl,kung1258,D37,941,Gunggari,buduny,putuɲ,mosquito,"Holmer, N.M",mosquito,N,-26.71355116,146.4458743,,,,
Gunggari,Maric,Pama-Nyungan,kgl,kung1258,D37,941,Gunggari,bugan,pukan,grass,"Holmer, N.M",grass,N,-26.71355116,146.4458743,,,,
Gunggari,Maric,Pama-Nyungan,kgl,kung1258,D37,941,Gunggari,bunga,puŋa,penis,"Holmer, N.M",penis,N,-26.71355116,146.4458743,,,,
Gunggari,Maric,Pama-Nyungan,kgl,kung1258,D37,941,Gunggari,bunggayi-,puŋkaji,hot,"Holmer, N.M",be warm,v itr,-26.71355116,146.4458743,,,,
Gunggari,Maric,Pama-Nyungan,kgl,kung1258,D37,941,Gunggari,buya-,puja,blow,"Holmer, N.M","blow, smoke",V,-26.71355116,146.4458743,puu,onomatopoeic,blow,
Gunggari,Maric,Pama-Nyungan,kgl,kung1258,D37,941,Gunggari,bulgu-,pulku,smoke,"Holmer, N.M",smoke,N,-26.71355116,146.4458743,,,,
Gunggari,Maric,Pama-Nyungan,kgl,kung1258,D37,941,Gunggari,buniny,puniɲ,Echidna,"Holmer, N.M",porcupine,N,-26.71355116,146.4458743,,,,
Gunggari,Maric,Pama-Nyungan,kgl,kung1258,D37,941,Gunggari,burrgu,purku,shield,"Holmer, N.M",shield,N,-26.71355116,146.4458743,,,,
Gunggari,Maric,Pama-Nyungan,kgl,kung1258,D37,941,Gunggari,burru,puru,penis,"Holmer, N.M",penis,N,-26.71355116,146.4458743,,,,
Gunggari,Maric,Pama-Nyungan,kgl,kung1258,D37,941,Gunggari,burali-,puɹali,fly,"Holmer, N.M",fly,N,-26.71355116,146.4458743,,,,
Gunggari,Maric,Pama-Nyungan,kgl,kung1258,D37,941,Gunggari,buri,puɹi,fire,"Holmer, N.M","fire, firewood, matches",N,-26.71355116,146.4458743,,,,
Gunggari,Maric,Pama-Nyungan,kgl,kung1258,D37,941,Gunggari,da:,taː,mouth,"Holmer, N.M","mouth, door",N,-26.71355116,146.4458743,,,,
Gunggari,Maric,Pama-Nyungan,kgl,kung1258,D37,941,Gunggari,dagal,takal,mouth,"Holmer, N.M",mouth,N,-26.71355116,146.4458743,,,,
Gunggari,Maric,Pama-Nyungan,kgl,kung1258,D37,941,Gunggari,dangurr,taŋur,Possum,"Holmer, N.M",(big) possum,N,-26.71355116,146.4458743,,,,
Gunggari,Maric,Pama-Nyungan,kgl,kung1258,D37,941,Gunggari,dangur,taŋuɹ,Possum,"Holmer, N.M",possum,N,-26.71355116,146.4458743,,,,
Gunggari,Maric,Pama-Nyungan,kgl,kung1258,D37,941,Gunggari,dala,tala,leaf,"Holmer, N.M","leaf, leaves",N,-26.71355116,146.4458743,,,,
Gunggari,Maric,Pama-Nyungan,kgl,kung1258,D37,941,Gunggari,dalany,talaɲ,tongue,"Holmer, N.M",tongue,N,-26.71355116,146.4458743,,,,
