Record_ID,Variety_ID,Variety,StdLanguageName,StdLangID,Subgroup,Family,OriginalForm,OriginalGloss,OriginalPofSpeech,StdPoS,Std_Gloss,StdGloss_ID,WordNetForm,SemanticField,GeneralNote,PhonemicisedIPA,PhonemicisedForm,REC@LoanCode,REC@LoanSource,RecCounter,SourceNote,SourcePages,SourcePriority,AIATSISCode,Ascii_Name,Glottolog_id,ISO639,Latitude,Longitude,Shortcode,Author,Year,Reconstruction_Form,Reconstruction_ID,Reconstruction_Level,Reconstruction_Gloss,Reconstruction_Notes
8897,433751,111,Kukatja,814,Wati,Pama-Nyungan,pitingarri,sternum (breastbone) and xiphoid process,N,N,sternum,2843,sternum.n.01,BODY,,pitiÅ‹arri,pitiÅ‹ari,,,419281,,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8898,433752,111,Kukatja,814,Wati,Pama-Nyungan,pitingka,scorpion,N,N,Scorpion,1180,scorpion.n.03,INSECT,,pitiÅ‹ka,pitiÅ‹ka,,,419282,,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8899,433758,111,Kukatja,814,Wati,Pama-Nyungan,pitirrtji,sternum (breastbone) and xiphoid process,N,N,sternum,2843,sternum.n.01,BODY,,pitirrtyi,pitiÉ_Êˆyi,,,419288,,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8900,433759,111,Kukatja,814,Wati,Pama-Nyungan,pititjarlirli,scorpion,N,N,Scorpion,1180,scorpion.n.03,INSECT,,pitityarlirli,piticaÉ_iÉ_i,,,419289,43.2.14b,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8901,433762,111,Kukatja,814,Wati,Pama-Nyungan,pitiyamarta,Grevillea shrub to 5 m.,Ncom,Ncom,Grevillea,4769,grevillea.n.01,,,pitiyamarta,pitiyamaÊˆa,,,419292,,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8902,433769,111,Kukatja,814,Wati,Pama-Nyungan,pitjulunyawa,look out the corner of the eye,Vi,Vi,choose,2854,choose.v.01,,,pityulunyawa,piculuÉ_awa,,,419296,,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8903,433776,111,Kukatja,814,Wati,Pama-Nyungan,piya,beer,N,N,beer,534,beer.n.01,FOOD,,piya,piya,,,419302,,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8904,433783,111,Kukatja,814,Wati,Pama-Nyungan,piyawan(pa),beer,N,N,beer,534,beer.n.01,FOOD,,piyawan(pa),piyawan(pa),,,419309,5.1.3d,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8905,433800,111,Kukatja,814,Wati,Pama-Nyungan,pukurl(pa),happy,Adj,Adj,happy,1453,happy.a.01,EMOTION,,pukurl(pa),pukuÉ_(pa),,,419324,33.4.4d,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8906,433803,111,Kukatja,814,Wati,Pama-Nyungan,pukurn-pukurn(pa),dirty,Adj,Adj,dirty,1352,dirty.a.01,QUALITY,,pukurn-pukurn(pa),pukuÉ_-pukuÉ_(pa),,,419327,,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8907,433804,111,Kukatja,814,Wati,Pama-Nyungan,pukurn(pa),dirty,Adj,Adj,dirty,1352,dirty.a.01,QUALITY,,pukurn(pa),pukuÉ_(pa),,,419328,,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8908,433840,111,Kukatja,814,Wati,Pama-Nyungan,pulpa,flour,N,N,flour,527,flour.n.01,FOOD,,pulpa,pulpa,,,419359,,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8909,433842,111,Kukatja,814,Wati,Pama-Nyungan,pulparru,dry,Adj,Adj,dry,1363,dry.a.01,QUALITY,,pulparru,pulparu,,,419361,,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8910,433846,111,Kukatja,814,Wati,Pama-Nyungan,pulparr(pa),dry,Adj,Adj,dry,1363,dry.a.01,QUALITY,,pulparr(pa),pulpar(pa),,,419365,,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8911,433851,111,Kukatja,814,Wati,Pama-Nyungan,pulpul(pa),blanket,N,N,blanket,499,blanket.n.01,CLOTHING,,pulpul(pa),pulpul(pa),,,419367,,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8912,433852,111,Kukatja,814,Wati,Pama-Nyungan,pulpurr(pa),perineum (area between penis and anus),Nbod,Nbod,perineum,116,perineum.n.01,BODY,,pulpurr(pa),pulpur(pa),,,419368,,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8913,433859,111,Kukatja,814,Wati,Pama-Nyungan,pulurrku,stick,N,N,stick,1203,stick.n.02,TREE,,pulurrku,pulurku,,,419375,,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8914,433860,111,Kukatja,814,Wati,Pama-Nyungan,pulurrtu,bullet,Ncom,Ncom,bullet,5916,bullet.n.01,,,pulurrtu,puluÉ_Êˆu,,,419376,35.2.5c; 34-DIC.DOC,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8915,433863,111,Kukatja,814,Wati,Pama-Nyungan,pulwurr(pa),ignorant of tribal ceremonies,Nstat,Nstat,ignorant,1449,ignorant.s.01,QUALITY,,pulwurr(pa),pulwur(pa),,,419379,intro; 3-DIC,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8916,433867,111,Kukatja,814,Wati,Pama-Nyungan,pulyku,"muscle, sinew or tendon",Ncom,Ncom,muscle,170,muscle.n.01,BODY,,pulyku,puÊ_ku,,,419382,23.1.1; 4008-19.DIC,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8917,433871,111,Kukatja,814,Wati,Pama-Nyungan,pulypurr,fart,N,N,flatulence,2267,flatulence.n.01,BODY,,pulypurr,puÊ_pur,,,419385,,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8918,433885,111,Kukatja,814,Wati,Pama-Nyungan,punkala,fall (bodies),Vi,Vi,fall,1490,fall.v.01,MOTION,,punkala,punkala,,,419397,34.2.1q(iii),,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8919,433901,111,Kukatja,814,Wati,Pama-Nyungan,punpun(pa),blowfly,N,N,blowfly,2248,blowfly.n.01,INSECT,,punpun(pa),punpun(pa),,,419410,43.2.15,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8920,433919,111,Kukatja,814,Wati,Pama-Nyungan,kata yurniny(pa),bald head,Adj,Adj,bald,1400,bald.s.02,QUALITY,,kata yurniny(pa),kata yuÉ_iÉ_(pa),,,419426,,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8921,433933,111,Kukatja,814,Wati,Pama-Nyungan,punul(pa),nose,N,N,nose,21,nose.n.01,BODY,,punul(pa),punul(pa),,,419437,,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8922,433942,111,Kukatja,814,Wati,Pama-Nyungan,punytjarr(pa),sour (in taste),Nstat,Nstat,sour,1377,sour.s.03,QUALITY,,punytyarr(pa),puÉ_car(pa),,,419444,,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8923,433954,111,Kukatja,814,Wati,Pama-Nyungan,pupin(pa),foetus,Ncom,Ncom,foetus,5973,fetus.n.01,,,pupin(pa),pupin(pa),,,419452,,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8924,433958,111,Kukatja,814,Wati,Pama-Nyungan,puput(pa),echidna,N,N,Echidna,674,echidna.n.02,MAMMAL,,puput(pa),puput(pa),,,419455,,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8925,433959,111,Kukatja,814,Wati,Pama-Nyungan,pura,bush tomato,N,N,tomato,2846,tomato.n.01,,,pura,puÉ_a,,,419456,,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8926,433961,111,Kukatja,814,Wati,Pama-Nyungan,puran-puran(pa),greedy,Adj,Adj,greedy,1465,avaricious.s.01,QUALITY,,puran-puran(pa),puÉ_an-puÉ_an(pa),,,419458,33.6.4o,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8927,433974,111,Kukatja,814,Wati,Pama-Nyungan,purlirtirra,herb,Ncom,Ncom,herb,4837,herb.n.01,,,purlirtirra,puÉ_iÊˆira,,,419467,,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8928,433975,111,Kukatja,814,Wati,Pama-Nyungan,kaliku,tent,Ncom,Ncom,tent,3518,tent.n.01,,,kaliku,kaliku,,,419468,,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8929,433980,111,Kukatja,814,Wati,Pama-Nyungan,purlitjirta,hailstones,N,N,hailstone,577,hailstone.n.01,SKY,,purlityirta,puÉ_iciÊˆa,,,419470,,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8930,433984,111,Kukatja,814,Wati,Pama-Nyungan,purlka,big,Adj,Adj,big,1326,large.a.01,QUALITY,,purlka,puÉ_ka,,,419473,,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8931,433989,111,Kukatja,814,Wati,Pama-Nyungan,purlku,"nest (bird, mouse, etc.)",Ncom,Ncom,Nest,2329,nest.n.01,EARTH,,purlku,puÉ_ku,,,419476,,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8932,433994,111,Kukatja,814,Wati,Pama-Nyungan,purlmultu,blind,Adj,Adj,blind,1404,blind.a.01,QUALITY,,purlmultu,puÉ_multu,,,419481,,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8933,434014,111,Kukatja,814,Wati,Pama-Nyungan,purri-purri,"good-luck charm (e.g., for playing cards)",Nact,Nact,charm,6444,charm.n.03,,,purri-purri,puri-puri,,,419496,,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8934,434015,111,Kukatja,814,Wati,Pama-Nyungan,purrka,slow,Adj,Adj,slow,1394,slow.a.01,QUALITY,,purrka,purka,,,419497,,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8935,434023,111,Kukatja,814,Wati,Pama-Nyungan,purrkarriwa,slow,Adj,Adj,slow,1394,slow.a.01,QUALITY,,purrkarriwa,purkariwa,,,419505,21.2.3,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8936,434028,111,Kukatja,814,Wati,Pama-Nyungan,purrku,charcoal,N,N,charcoal,541,charcoal.n.01,FIRE,,purrku,purku,,,419509,,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8937,434029,111,Kukatja,814,Wati,Pama-Nyungan,purrmul-purrmul(pa),anus,N,N,anus,117,anus.n.01,BODY,,purrmul-purrmul(pa),purmul-purmul(pa),,,419510,,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8938,434030,111,Kukatja,814,Wati,Pama-Nyungan,purrpanarrtji,caterpillar,N,N,Caterpillar,1173,caterpillar.n.01,INSECT,,purrpanarrtyi,purpanaÉ_Êˆyi,,,419511,,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8939,434033,111,Kukatja,814,Wati,Pama-Nyungan,katapaly(pa),hot,Adj,Adj,hot,2344,hot.a.01,QUALITY,,katapaly(pa),katapaÊ_(pa),,,419514,11.4.5,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8940,434063,111,Kukatja,814,Wati,Pama-Nyungan,purrurtu,"deep (ref. water, hole, voice)",Nact,Nact,deep,2869,deep.a.01,QUALITY,,purrurtu,puruÊˆu,,,419540,,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8941,434073,111,Kukatja,814,Wati,Pama-Nyungan,purtala,hurt,V,V,hurt,2883,ache.v.03,,,purtala,puÊˆala,,,419548,,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8942,434078,111,Kukatja,814,Wati,Pama-Nyungan,purtany(pa),"pimple, wart, blemish on the skin",Ncom,Ncom,pimple,149,pimple.n.01,BODY,,purtany(pa),puÊˆaÉ_(pa),,,419551,,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8943,434080,111,Kukatja,814,Wati,Pama-Nyungan,purtarriwa,become bad,Adj,Adj,bad,1447,bad.a.01,QUALITY,,purtarriwa,puÊˆariwa,,,419553,,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8944,434099,111,Kukatja,814,Wati,Pama-Nyungan,puru-purula,rise,V,V,rise,2703,rise.v.01,,,puru-purula,puÉ_u-puÉ_ula,,,419570,3.3.4c,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8945,434105,111,Kukatja,814,Wati,Pama-Nyungan,pururtu,hollow,N,N,hollow,640,hollow.n.02,EARTH,,pururtu,puÉ_uÊˆu,,,419575,,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8946,434123,111,Kukatja,814,Wati,Pama-Nyungan,putily(pa),swollen,Adj,Adj,swollen,1414,conceited.s.01,QUALITY,,putily(pa),putiÊ_(pa),,,419589,,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8947,434124,111,Kukatja,814,Wati,Pama-Nyungan,putingka,scorpion,N,N,Scorpion,1180,scorpion.n.03,INSECT,,putiÅ‹ka,putiÅ‹ka,,,419590,,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8948,434133,111,Kukatja,814,Wati,Pama-Nyungan,putitjapinma,dogwood,N,N,dogwood,1297,dogwood.n.01,TREE,,putityapinma,puticapinma,,,419599,,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8949,434138,111,Kukatja,814,Wati,Pama-Nyungan,putjirr(pa),rectum,Nbod,Nbod,rectum,7521,rectum.n.01,BODY,,putyirr(pa),pucir(pa),,,419603,,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8950,434141,111,Kukatja,814,Wati,Pama-Nyungan,katapuwa,chop,Vt,Vt,chop,2569,chop.v.01,IMPACT,,katapuwa,katapuwa,,,419606,,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8951,434142,111,Kukatja,814,Wati,Pama-Nyungan,putjulyulyula,tickle,V,V,tickle,2500,tickle.v.01,BODY,,putyulyulyula,pucuÊ_uÊ_ula,,,419607,39.2.5,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8952,434143,111,Kukatja,814,Wati,Pama-Nyungan,putjuly(pa),hollow,N,N,hollow,640,hollow.n.02,EARTH,,putyuly(pa),pucuÊ_(pa),,,419608,,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8953,434168,111,Kukatja,814,Wati,Pama-Nyungan,puurnmarra,quail,N,N,quail,907,quail.n.02,BIRD,,pu:rnmarra,puËêÉ_mara,,,419627,,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8954,434177,111,Kukatja,814,Wati,Pama-Nyungan,puya,muscles,N,N,muscle,170,muscle.n.01,BODY,,puya,puya,,,419634,Kukatja lessons:23/7/92,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8955,434187,111,Kukatja,814,Wati,Pama-Nyungan,puyu,larva,N,N,larva,1096,larva.n.01,INSECT,,puyu,puyu,,,419643,,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8956,434192,111,Kukatja,814,Wati,Pama-Nyungan,puyula,blow,V,V,blow,1743,blow.v.01,BODY,,puyula,puyula,,,419648,,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8957,434196,111,Kukatja,814,Wati,Pama-Nyungan,puyul-puyul(pa),smoke,N,N,smoke,550,smoke.n.01,FIRE,,puyul-puyul(pa),puyul-puyul(pa),,,419652,,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8958,434212,111,Kukatja,814,Wati,Pama-Nyungan,puyurr(pa),smoke,N,N,smoke,550,smoke.n.01,FIRE,,puyurr(pa),puyur(pa),,,419668,50.2.1,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8959,434227,111,Kukatja,814,Wati,Pama-Nyungan,raka-rakarriwa,be brave,Vi,Vi,brave,1454,brave.a.01,QUALITY,,raka-rakarriwa,É_aka-É_akariwa,,,419680,,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8960,434233,111,Kukatja,814,Wati,Pama-Nyungan,rakiny(pa),light,N,N,light,543,light.n.01,FIRE,,rakiny(pa),É_akiÉ_(pa),,,419685,,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8961,434245,111,Kukatja,814,Wati,Pama-Nyungan,ralyu,lungs,N,N,lung,91,lung.n.01,BODY,,ralyu,É_aÊ_u,,,419694,,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8962,434246,111,Kukatja,814,Wati,Pama-Nyungan,ralyu-ralyu,lungs,N,N,lung,91,lung.n.01,BODY,,ralyu-ralyu,É_aÊ_u-É_aÊ_u,,,419695,30.2.1,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8963,434252,111,Kukatja,814,Wati,Pama-Nyungan,rampa,empty,Adj,Adj,empty,1375,empty.a.01,QUALITY,,rampa,É_ampa,,,419701,29.DIC.DOC,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8964,434264,111,Kukatja,814,Wati,Pama-Nyungan,rangarr(pa),wool,N,N,wool,3054,wool.n.01,,,raÅ‹arr(pa),É_aÅ‹ar(pa),,,419710,,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8965,434275,111,Kukatja,814,Wati,Pama-Nyungan,rangkirr(pa),flower,N,N,flower,1220,flower.n.02,PLANT,,raÅ‹kirr(pa),É_aÅ‹kir(pa),,,419720,,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8966,434285,111,Kukatja,814,Wati,Pama-Nyungan,rapa,swollen,Adj,Adj,swollen,1414,conceited.s.01,QUALITY,,rapa,É_apa,,,419730,,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8967,434292,111,Kukatja,814,Wati,Pama-Nyungan,raparli,light,N,N,light,543,light.n.01,FIRE,,raparli,É_apaÉ_i,,,419737,,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8968,434295,111,Kukatja,814,Wati,Pama-Nyungan,rapu,long,Adj,Adj,long,1328,long.a.02,QUALITY,,rapu,É_apu,,,419740,,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8969,434298,111,Kukatja,814,Wati,Pama-Nyungan,rarra,swollen,Adj,Adj,swollen,1414,conceited.s.01,QUALITY,,rarra,É_ara,,,419743,,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8970,434304,111,Kukatja,814,Wati,Pama-Nyungan,rarru,angry,Adj,Adj,angry,1464,angry.a.01,QUALITY,,rarru,É_aru,,,419748,,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8971,434328,111,Kukatja,814,Wati,Pama-Nyungan,riwapuru,hot season,N,N,summer,613,summer.n.01,TIME,,riwapuru,É_iwapuÉ_u,,,419767,,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8972,434333,111,Kukatja,814,Wati,Pama-Nyungan,rumupuwa,rub,V,V,rub,1820,rub.v.01,IMPACT,,rumupuwa,É_umupuwa,,,419772,9.2.9,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8973,434334,111,Kukatja,814,Wati,Pama-Nyungan,rungku,lungs,N,N,lung,91,lung.n.01,BODY,,ruÅ‹ku,É_uÅ‹ku,,,419773,30.2.1b,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8974,434343,111,Kukatja,814,Wati,Pama-Nyungan,runyunypuwa,grind,V,V,grind,1844,crunch.v.02,IMPACT,,runyunypuwa,É_uÉ_uÉ_puwa,,,419781,49.26.5b,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8975,434345,111,Kukatja,814,Wati,Pama-Nyungan,runyu-runyu,lungs,N,N,lung,91,lung.n.01,BODY,,runyu-runyu,É_uÉ_u-É_uÉ_u,,,419783,27.3.6; 26.DOC,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8976,434348,111,Kukatja,814,Wati,Pama-Nyungan,rurrkurra,thunder,N,N,thunder,590,thunder.n.02,SKY,,rurrkurra,É_urkura,,,419785,,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8977,434353,111,Kukatja,814,Wati,Pama-Nyungan,ruupuwa,see,V,V,see,2220,see.v.01,BODY,,ru:puwa,É_uËêpuwa,,,419790,,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8978,434369,111,Kukatja,814,Wati,Pama-Nyungan,taarra,rotten,Adj,Adj,rotten,1353,decayed.s.01,QUALITY,,ta:rra,taËêra,,,419805,,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8979,434370,111,Kukatja,814,Wati,Pama-Nyungan,katjany(pa),"intestinal worms in humans and animals, usually hookworms or tapeworms",Ncom,Ncom,tapeworm,6408,tapeworm.n.01,,,katyany(pa),kacaÉ_(pa),,,419806,,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8980,434371,111,Kukatja,814,Wati,Pama-Nyungan,taarrnyina,stare (with reference to animals only),Vi,Vi,stare,4025,gaze.v.01,BODY,,ta:rrnyina,taËêÉ_É_yina,,,419807,,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
8981,434372,111,Kukatja,814,Wati,Pama-Nyungan,taarr(pa),swollen,Adj,Adj,swollen,1414,conceited.s.01,QUALITY,,ta:rr(pa),taËêr(pa),,,419808,,,1,C7,Kukatja,kuka1246,kux,-20.51538798,128.041832,ASEDA0504,"Valiquette, Hillaire amd Anthony Peile",,,,,,
