Record_ID,Variety_ID,Variety,StdLanguageName,StdLangID,Subgroup,Family,OriginalForm,OriginalGloss,OriginalPofSpeech,StdPoS,Std_Gloss,StdGloss_ID,WordNetForm,SemanticField,GeneralNote,PhonemicisedIPA,PhonemicisedForm,REC@LoanCode,REC@LoanSource,RecCounter,SourceNote,SourcePages,SourcePriority,AIATSISCode,Ascii_Name,Glottolog_id,ISO639,Latitude,Longitude,Shortcode,Author,Year,Reconstruction_Form,Reconstruction_ID,Reconstruction_Level,Reconstruction_Gloss,Reconstruction_Notes
1,1105,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,girran,ashes,N,N,ashes,579,ash.n.01,FIRE,,kirran,kiran,,,1105,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*paka,1105,,dig,
2,1107,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,yii-li,bite,V,V,bite,1726,bite.v.01,BODY,,yi:li,yiËêli,,,1107,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*pac(y)a,1107,,bite,
3,1108,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,buluuy,black,Adj,Adj,black,1319,black.a.01,COLOUR,,pulu:y,puluËêy,,,1108,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*puÃ±ca,1108,,lick,
4,1110,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,galiya-y,climb,V,V,climb,2282,climb.v.01,MOTION,,kaliyay,kaliyay,,,1110,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*pilha,1110,,lick,
5,1112,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,garra-li,cut,Vt,Vt,cut,1804,cut.v.01,IMPACT,,karrali,karali,,,1112,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*karri3,1112,,stand,
6,1113,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,"buruma, mirri",dog,N,N,dog,2207,dog.n.01,MAMMAL,,puruma,puÉ_uma,,,1113,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*purlka,1113,,big,
7,1115,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,ngarribaa,east,N,N,east,1956,east.n.01,COMPASS,,Å‹arripa:,Å‹aripaËê,,,1115,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*palka,1115,,hit,
8,1116,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,dha-li,eat,Vt,Vt,eat,2205,eat.v.01,BODY,,thali,tÌªali,,,1116,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*cungka,1116,,"rotten, bad-smelling",
9,1117,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,gawu,egg,N,N,egg,813,egg.n.02,BIRD,,kawu,kawu,,,1117,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*ku:ca,1117,,rotten,
10,1118,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,bundaa-gi,fall,Vi,Vi,fall,1490,fall.v.01,MOTION,,punta:ki,puntaËêki,,,1118,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*puli-,1118,Karnic?,fall,CB: Kalkatungu related??l > r in Diyari replicated? points to rl?
11,1120,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,wii,fire,N,N,fire,537,fire.n.03,FIRE,,wi:,wiËê,,,1120,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*pu,1120,,hit,
12,1121,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,burruluu,fly,N,N,fly,2574,fly.n.01,INSECT,,purrulu:,puruluËê,,,1121,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*pirna,1121,,big,
13,1123,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,ngulu,forehead,N,N,forehead,12,brow.n.01,BODY,,Å‹ulu,Å‹ulu,,,1123,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*taka,1123,,pierce,
14,1124,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,dhiyama-li,"get, pick up",V,V,get,2764,get.v.01,,,thiyamali,tÌªiyamali,,,1124,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*yu,1124,,cry,
15,1125,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,wuu-rri,give,V,V,give,1893,give.v.01,IMPACT,,wu:rri,wuËêri,,,1125,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*rungka,1125,,cry,
16,1126,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,yana-y,go,Vi,Vi,go,2197,travel.v.01,MOTION,,yanay,yanay,,,1126,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*kungkarr,1126,,north,
17,1127,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,dhawun,ground,N,N,ground,622,land.n.04,EARTH,,thawun,tÌªawun,,,1127,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*tumpa,1127,,break it,
18,1128,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,mara,hand,N,N,hand,60,hand.n.01,BODY,,mara,maÉ_a,,,1128,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*taki,1128,,"stand it up, erect",
19,1129,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,gawugaa,head,N,N,head,1,head.n.01,BODY,,kawuka:,kawukaËê,,,1129,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*wu,1129,,give,
20,1130,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,winanga-li,hear,V,V,hear,1717,hear.v.01,BODY,,winaÅ‹ali,winaÅ‹ali,,,1130,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*yu,1130,Pama-Nyungan?,give,
21,1132,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,yuulngin,hungry,Adj,Adj,hungry,1406,hungry.a.01,"BODY, QUALITY",,yu:lÅ‹in,yuËêlÅ‹in,,,1132,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*waca,1132,,look for,
22,1134,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,"buu, garril",leaf,N,N,leaf,1196,leaf.n.01,PLANT,,pu:,puËê,,,1134,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*wa:yi,1134,,look for,
23,1135,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,gana,liver,N,N,liver,92,liver.n.01,BODY,,kana,kana,,,1135,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*wa:Ã±ci,1135,,look for,
24,1136,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,guraarr,long,Adj,Adj,long,1328,long.a.02,QUALITY,,kura:rr,kuÉ_aËêr,,,1136,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*wa:ca,1136,,"go, walk",
25,1139,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,gilay,moon,N,N,moon,608,moon.n.01,SKY,,kilay,kilay,,,1139,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*wa:ci,1139,,"sick, hurt",
26,1140,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,gayrr,name,N,N,name,308,name.n.01,LANGUAGE,,kayrr,kayr,,,1140,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*waÃ±ca,1140,,put,
27,1144,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,mari,"person, Aborigine",N,N,Aborigine,178,aborigine.n.02,HUMAN,,mari,maÉ_i,,,1144,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*$anci,1144,,fall,
28,1145,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,nhuwi,rotten,Adj,Adj,rotten,1353,decayed.s.01,QUALITY,,nhuwi,nÌªuwi,,,1145,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*wiÃ±ca,1145,,where,
29,1146,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,ngami-li,see,V,V,see,2220,see.v.01,BODY,,Å‹amili,Å‹amili,,,1146,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*waÃ±u,1146,,who,
30,1147,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,ngarri-y,sit,V,V,sit,2221,sit.v.01,"BODY, LOCATION",,Å‹arriy,Å‹ariy,,,1147,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*waca,1147,,"say, tell",
31,1148,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,gunagala,sky,N,N,sky,580,sky.n.01,SKY,,kunakala,kunakala,,,1148,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*kunka1,1148,,alive,
32,1149,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,"gaay, gaaynmara",small,Adj,Adj,small,1327,small.a.01,QUALITY,,ka:y,kaËêy,,,1149,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*yica,1149,,put,
33,1151,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,dhuu,smoke,N,N,smoke,550,smoke.n.01,FIRE,,thu:,tÌªuËê,,,1151,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*wunpa,1151,,put,
34,1152,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,dhuru,snake,N,N,snake,778,snake.n.01,REPTILES and AMPHIBIANS,,thuru,tÌªuÉ_u,,,1152,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*wampa,1152,,put,
35,1153,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,guwaa-li,speak,V,V,speak,1619,talk.v.02,LANGUAGE,,kuwa:.li,kuwaËê.li,,,1153,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*warni,1153,,fall,
36,1154,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,bilaarr,spear,N,N,spear,389,spear.n.01,WEAPON,,pila:rr,pilaËêr,,,1154,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*wa:rri,1154,,where,
37,1155,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,mirii,star,N,N,star,600,star.n.01,SKY,,miri:,miÉ_iËê,,,1155,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*waÃ±cu,1155,,who,
38,1157,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,yaraay,sun,N,N,sun,611,sun.n.01,SKY,,yara:y,yaÉ_aËêy,,,1157,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*wanti,1157,,fall,
39,1158,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,dhun,tail,N,N,tail,702,tail.n.01,MAMMAL,,thun,tÌªun,,,1158,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*warri,1158,,go bad,
40,1160,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,dhulu,tree,N,N,tree,1195,tree.n.01,TREE,,thulu,tÌªulu,,,1160,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*warrci,1160,,bad,
41,1163,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,gali,water,N,N,water,2266,water.n.01,WATER,,kali,kali,,,1163,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*way,1163,,high up,
42,1167,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,mayrraa,wind,N,N,wind,592,wind.n.01,SKY,,mayrra:,mayraËê,,,1167,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*kuma,1167,,to dance (of women),
43,1168,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,"yinarr, wirringgaa",woman,N,N,woman,194,woman.n.01,HUMAN,,yinarr,yinar,,,1168,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*wayi,1168,,frightened,
44,1169,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,balu-gi,die,V,V,die,1750,die.v.01,BODY,,paluki,paluki,,,1169,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*wuÃ±i+,1169,,frightened,
45,1170,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,banaga-y,run,Vi,Vi,run,1487,run.v.01,MOTION,,panakay,panakay,,,1170,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*wurri+,1170,,crosswise,
46,1172,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,waa-li,throw,V,V,throw,1900,throw.v.01,IMPACT,,wa:.li,waËê.li,,,1172,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*pula,1172,,die,
47,1173,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,dhu-rri,spear,N,N,spear,389,spear.n.01,WEAPON,,thurri,tÌªuri,,,1173,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*palu,1173,Pama-Nyungan,die,
48,1174,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,gindama-y,laugh,V,V,laugh,1630,laugh.v.01,EMOTION,,kintamay,kintamay,,,1174,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*yu:,1174,,lie down,
49,1175,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,"marrabaa, gaba",good,Adj,Adj,good,1446,good.a.01,QUALITY,,marrapa:,marapaËê,,,1175,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*Å‹una,1175,,lie,
50,1176,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,gagil,bad,Adj,Adj,bad,1447,bad.a.01,QUALITY,,kakil,kakil,,,1176,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*karli,1176,,go,
51,1177,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,mawu-gi,dig,V,V,dig,1801,dig.v.01,IMPACT,,mawuki,mawuki,,,1177,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*paÃ±ci,1177,,burn,
52,1178,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,"bagay, dharra, mayan, gaawal",creek,N,N,creek,560,brook.n.01,WATER,,pakay,pakay,,,1178,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*$umpi,1178,,cut,
53,1182,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,ngaarr,hard,Adj,Adj,hard,1365,hard.a.03,QUALITY,,Å‹a:rr,Å‹aËêr,,,1182,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*wini,1182,,frightened,
54,1184,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,barran,boomerang,N,N,boomerang,378,boomerang.n.01,WEAPON,,parran,paran,,,1184,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*wa:ta,1184,,"say, tell",
55,1185,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,burriin,shield,N,N,shield,466,shield.n.02,WEAPON,,purri:n,puriËên,,,1185,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*yuku,1185,,big,
56,1186,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,yuundu,axe,N,N,axe,2388,ax.n.01,WEAPON,,yu:ntu,yuËêntu,,,1186,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*Å‹a,1186,,see,
57,1187,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,"wirriil, yadhaarr",feather,N,N,feather,2577,feather.n.01,BIRD,,wirri:l,wiriËêl,,,1187,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*kalmpa,1187,,fast,
58,1188,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,mudhay,possum,N,N,Possum,2193,phalanger.n.01,MAMMAL,,muthay,mutÌªay,,,1188,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*payka,1188,,"ache, pain",
59,1189,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,gulayaali,pelican,N,N,pelican,832,pelican.n.01,BIRD,,kulaya:li,kulayaËêli,,,1189,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*waÃ±ca,1189,,move,
60,1190,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,guya,fish,N,N,fish,955,fish.n.01,FISH,,kuya,kuya,,,1190,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*wala,1190,,not,
61,1191,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,mungin,mosquito,N,N,mosquito,1167,mosquito.n.01,INSECT,,muÅ‹in,muÅ‹in,,,1191,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*walha,1191,,not,
62,1192,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,garaarr,grass,N,N,grass,1221,grass.n.01,GRASS,,kara:rr,kaÉ_aËêr,,,1192,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*yana,1192,,go,
63,1193,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,milimili,mud,N,N,mud,555,mud.n.01,WATER,,milimili,milimili,,,1193,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*mama,1193,,"get, grab, catch",
64,1194,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,"gundaa, yuru",cloud,N,N,cloud,581,cloud.n.02,SKY,,kunta:,kuntaËê,,,1194,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*mani,1194,,get,
65,1195,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,"garaay, gumbugan",sand,N,N,sand,649,sand.n.01,EARTH,,kara:y,kaÉ_aËêy,,,1195,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*Å‹aÃ±can,1195,,1pl.excl,
66,1196,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,"biruu, gurru",hole,N,N,hole,2270,hole.n.01,ABSTRACT,,piru:,piÉ_uËê,,,1196,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*parrpi,1196,,"camp, stop the night",
67,1197,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,madhanbaa,heavy,Adj,Adj,heavy,1369,heavy.a.01,QUALITY,,mathanpa:,matÌªanpaËê,,,1197,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*purr,1197,,away,
68,1198,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,gabanbaa,light,N,N,light,543,light.n.01,FIRE,,kapanpa:,kapanpaËê,,,1198,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*+mirri,1198,,having,
69,1199,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,mulamula,soft,Adj,Adj,soft,1364,soft.a.01,QUALITY,,mulamula,mulamula,,,1199,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*kulu,1199,,this,
70,1200,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,balal,dry,Adj,Adj,dry,1363,dry.a.01,QUALITY,,palal,palal,,,1200,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*yila,1200,,here,
71,1202,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,buurr,string,N,N,string,491,string.n.01,TOOL,,pu:rr,puËêr,,,1202,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*cut,1202,,(of sitting),
72,1203,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,"nhaal, warray",yam,N,N,Yam,1273,yam.n.01,PLANT,,nha:l,nÌªaËêl,,,1203,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*cyuy,1203,,(of splashing into water),
73,1207,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,murrun,alive,Adj,Adj,alive,1413,alive.a.01,QUALITY,,murrun,murun,,,1207,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*tak,1207,,(of finishing an action),
74,1209,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,baabi-li,sleep,Vi,Vi,sleep,1744,sleep.v.01,BODY,,pa:pili,paËêpili,,,1209,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*wa:pV,1209,,harpoon,
75,1211,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,dhinawan,emu,N,N,Emu,825,emu.n.02,BIRD,,thinawan,tÌªinawan,,,1211,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*yika,1211,,laughter,
76,1215,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,garriil,cold (be),Adj,Adj,cold,2399,cold.a.01,QUALITY,,karri:l,kariËêl,,,1215,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*milal,1215,,stare,
77,1216,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,marayn,dingo,N,N,dingo,707,dingo.n.01,MAMMAL,,marayn,maÉ_ayn,,,1216,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*mucya,1216,,cooked food,
78,1218,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,"bigibila, marrawal",echidna,N,N,Echidna,674,echidna.n.02,MAMMAL,,pikipila,pikipila,,,1218,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*murtu,1218,,heap,
79,1220,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,wanda,ghost,N,N,ghost,2228,ghost.n.03,CULTURE,,wanta,wanta,,,1220,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*Å‹urrpa,1220,,ignorant,
80,1226,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,"gunii, gunidjarr, ngambaa",mother,N,N,mother,234,mother.n.01,KINSHIP,,kuni:,kuniËê,,,1226,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*mancin,1226,,cooked food,
81,1227,69,Gamilaraay,1023,Central NSW,Pama-Nyungan,"baayna, bubaa, buwadjarr",father,N,N,father,235,father.n.01,KINSHIP,,pa:yna,paËêyna,,,1227,,,1,D23,Gamilaraay,gami1243,kld,-29.91686548,149.6172319,ash03,"Ash, A. and Lissarrague, A. and Giacon, J",2003,*wiliri,1227,,wide,
